"ADMITYEAR";"STUDENTID";"STUDENTSTATUS";"STUDENTSTATUSNAME";"PROVINCEID";"PROVINCENAME";"BIRTHDATE";"SCHOOLGPA"
2553;361078;40;"Graduated";76;"PHETCHABURI";3/8/1990 0:00:00;3.29
2553;361079;10;"Normal";1;"BANGKOK";27/8/1991 0:00:00;3.33
2553;361080;40;"Graduated";1;"BANGKOK";29/11/1991 0:00:00;3.61
2553;361081;80;"Dismissed Not Enroll";1;"BANGKOK";18/6/1991 0:00:00;3.63
2553;361082;80;"Dismissed Not Enroll";33;"SI SA KET";20/8/1987 0:00:00;3.67
2553;361083;90;"Not Registration for New Students";10;;;
2553;361084;80;"Dismissed Not Enroll";12;"PATHUM THANI";20/9/1991 0:00:00;3.27
2553;361085;85;"Death";57;"CHIANG RAI";26/3/1990 0:00:00;3.31
2553;361086;40;"Graduated";12;"PATHUM THANI";20/9/1989 0:00:00;2.98
2553;361087;55;"Resign";67;"PHETCHABUN";14/3/1991 0:00:00;2.9
2553;361088;80;"Dismissed Not Enroll";1;"BANGKOK";9/2/1991 0:00:00;0
2553;361089;55;"Resign";11;"NONTHABURI";8/3/1992 0:00:00;3.4
2553;361090;90;"Not Registration for New Students";19;"SAMUT PRAKAN";25/11/1991 0:00:00;3.22
2553;361091;61;"Dismissed GPAX < 1.50";1;"BANGKOK";2/7/1992 0:00:00;1.92
2553;361092;90;"Not Registration for New Students";70;"RATCHABURI";;
2553;361093;40;"Graduated";1;"BANGKOK";19/4/1992 0:00:00;2.37
2553;361094;55;"Resign";1;"BANGKOK";9/10/1991 0:00:00;2.49
2553;361095;40;"Graduated";84;"SURAT THANI";28/4/1991 0:00:00;2.43
2553;361096;40;"Graduated";20;"CHON BURI";23/2/1992 0:00:00;2.93
2553;361097;62;"Dismissed GPAX < 2.00";1;"BANGKOK";15/5/1992 0:00:00;2.21
2553;361098;62;"Dismissed GPAX < 2.00";1;"BANGKOK";6/4/1992 0:00:00;2.57
2554;368306;10;"Normal";80;"NAKHON SI THAMMARAT";8/8/1992 0:00:00;3.15
2554;368307;55;"Resign";11;"NONTHABURI";3/6/1993 0:00:00;3.85
2554;368308;10;"Normal";11;"NONTHABURI";25/2/1993 0:00:00;3.79
2554;368309;10;"Normal";74;"SAMUT SAKHON";28/9/1993 0:00:00;3.68
2554;368310;10;"Normal";75;"SAMUT SONGKHRAM";30/12/1991 0:00:00;3.27
2554;368912;10;"Normal";48;"NAKHON PHANOM";14/11/1992 0:00:00;3.17
2554;369348;90;"Not Registration for New Students";33;"SI SA KET";27/10/1992 0:00:00;3.37
2554;369349;10;"Normal";20;"CHON BURI";30/10/1992 0:00:00;3.54
2554;369350;10;"Normal";72;"SUPHAN BURI";9/12/1992 0:00:00;3.01
2554;369351;10;"Normal";33;"SI SA KET";18/2/1993 0:00:00;3.05
2554;369352;10;"Normal";72;"SUPHAN BURI";2/9/1992 0:00:00;3.26
2554;369353;10;"Normal";72;"SUPHAN BURI";14/2/1993 0:00:00;3.08
2554;369468;10;"Normal";1;"BANGKOK";19/12/1992 0:00:00;3.06
2554;369502;10;"Normal";32;"SURIN";12/2/1991 0:00:00;3.61
2554;379754;10;"Normal";1;"BANGKOK";5/8/1992 0:00:00;2.79
2554;379755;10;"Normal";22;"CHANTHABURI";10/10/1992 0:00:00;3.63
2554;379756;80;"Dismissed Not Enroll";71;"KANCHANABURI";29/9/1992 0:00:00;3.38
2554;379757;10;"Normal";1;"BANGKOK";24/8/1992 0:00:00;3.66
2554;379758;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";19/5/1993 0:00:00;2.94
2554;379759;10;"Normal";12;"PATHUM THANI";9/9/1992 0:00:00;3.75
2554;379760;10;"Normal";1;"BANGKOK";12/11/1993 0:00:00;3.72
2554;379761;10;"Normal";74;"SAMUT SAKHON";31/10/1992 0:00:00;3.32
2554;379762;10;"Normal";1;"BANGKOK";25/9/1992 0:00:00;3.61
2554;379763;10;"Normal";14;"ANG THONG";17/8/1992 0:00:00;3.47
2554;379764;80;"Dismissed Not Enroll";46;"KALASIN";1/1/1993 0:00:00;3.56
2554;379765;10;"Normal";84;"SURAT THANI";18/1/1993 0:00:00;3.46
2554;379766;10;"Normal";85;"RANONG";28/2/1993 0:00:00;3.4
2554;379767;90;"Not Registration for New Students";26;"NAKHON NAYOK";;
2554;379768;10;"Normal";90;"SONGKHLA";31/8/1991 0:00:00;3.42
2554;379769;92;"Disclaim / Not Interview";10;;;
2554;379770;10;"Normal";15;"LOP BURI";11/4/1993 0:00:00;3.55
2554;379771;55;"Resign";30;"NAKHON RATCHASIMA";24/1/1993 0:00:00;3.58
2554;379772;10;"Normal";1;"BANGKOK";14/6/1992 0:00:00;3.42
2554;379773;10;"Normal";90;"SONGKHLA";4/12/2011 0:00:00;3.33
2554;379774;10;"Normal";84;"SURAT THANI";16/6/1992 0:00:00;3.38
2554;379775;80;"Dismissed Not Enroll";83;"PHUKET";28/9/1992 0:00:00;3.11
2554;379776;10;"Normal";67;"PHETCHABUN";14/4/1992 0:00:00;3.62
2554;379777;10;"Normal";1;"BANGKOK";4/8/1993 0:00:00;3.46
2554;379778;92;"Disclaim / Not Interview";55;"NAN";;
2554;379779;10;"Normal";54;"PHRAE";27/9/1992 0:00:00;3.84
2554;379780;10;"Normal";1;"BANGKOK";25/9/1992 0:00:00;3.47
2554;379781;10;"Normal";73;"NAKHON PATHOM";30/10/1992 0:00:00;3.42
2554;379782;55;"Resign";83;"PHUKET";3/7/1992 0:00:00;2.96
2554;379783;10;"Normal";14;"ANG THONG";24/10/1992 0:00:00;3.62
2554;379784;61;"Dismissed GPAX < 1.50";20;"CHON BURI";21/12/1992 0:00:00;3.05
2554;379785;40;"Graduated";18;"SARABURI";21/2/1992 0:00:00;3.08
2554;379786;10;"Normal";80;"NAKHON SI THAMMARAT";28/1/1990 0:00:00;3.37
2554;379787;10;"Normal";1;"BANGKOK";24/7/1992 0:00:00;3.46
2554;379788;10;"Normal";1;"BANGKOK";1/8/1992 0:00:00;3.63
2554;379789;10;"Normal";63;"TAK";22/1/1993 0:00:00;3.63
2554;379790;10;"Normal";77;"PRACHUAP KHIRI KHAN";18/4/1993 0:00:00;3.63
2554;379791;10;"Normal";18;"SARABURI";13/9/1992 0:00:00;3.11
2554;379792;55;"Resign";11;"NONTHABURI";25/8/1993 0:00:00;3.38
2554;379793;61;"Dismissed GPAX < 1.50";45;"ROI ET";21/10/1992 0:00:00;3.64
2554;379794;10;"Normal";1;"BANGKOK";2/2/1993 0:00:00;3.51
2554;379795;55;"Resign";1;"BANGKOK";17/1/1993 0:00:00;3.22
2554;379796;10;"Normal";40;"KHON KAEN";1/10/1992 0:00:00;3.44
2554;379797;55;"Resign";12;"PATHUM THANI";11/10/1992 0:00:00;3.63
2554;379798;80;"Dismissed Not Enroll";1;"BANGKOK";26/3/1992 0:00:00;3.62
2554;379799;10;"Normal";1;"BANGKOK";29/6/1992 0:00:00;2.68
2554;379800;55;"Resign";40;"KHON KAEN";11/3/1994 0:00:00;3.52
2554;379801;10;"Normal";15;"LOP BURI";22/2/1993 0:00:00;3.47
2554;379802;10;"Normal";31;"BURI RAM";9/1/1993 0:00:00;3.55
2554;379803;10;"Normal";11;"NONTHABURI";1/10/1992 0:00:00;3.53
2554;379804;61;"Dismissed GPAX < 1.50";1;"BANGKOK";5/9/1992 0:00:00;3.27
2554;379805;10;"Normal";1;"BANGKOK";31/1/1992 0:00:00;3.46
2554;379806;80;"Dismissed Not Enroll";30;"NAKHON RATCHASIMA";22/6/1993 0:00:00;3.68
2554;379807;10;"Normal";81;"KRABI";28/1/1993 0:00:00;3.52
2554;379808;10;"Normal";72;"SUPHAN BURI";14/10/1992 0:00:00;3.43
2554;379809;10;"Normal";23;"TRAT";14/7/1992 0:00:00;3.45
2554;379810;92;"Disclaim / Not Interview";10;;;
2554;379811;92;"Disclaim / Not Interview";60;"NAKHON SAWAN";;
2554;379812;10;"Normal";41;"UDON THANI";28/1/1992 0:00:00;3.2
2554;379813;80;"Dismissed Not Enroll";60;"NAKHON SAWAN";22/10/1992 0:00:00;3.25
2554;379814;10;"Normal";1;"BANGKOK";9/10/1992 0:00:00;3.52
2554;379815;10;"Normal";11;"NONTHABURI";28/10/1992 0:00:00;3.61
2554;379816;10;"Normal";1;"BANGKOK";5/10/1993 0:00:00;3.44
2554;379817;55;"Resign";12;"PATHUM THANI";6/7/1993 0:00:00;3.56
2554;379818;10;"Normal";11;"NONTHABURI";8/3/1992 0:00:00;3.4
2554;379819;55;"Resign";11;"NONTHABURI";7/7/1992 0:00:00;3.05
2554;379820;55;"Resign";1;"BANGKOK";22/11/1991 0:00:00;3.75
2554;379821;10;"Normal";12;"PATHUM THANI";26/8/1993 0:00:00;3.27
2554;379822;92;"Disclaim / Not Interview";34;"UBON RATCHATHANI";;
2554;379823;92;"Disclaim / Not Interview";54;"PHRAE";;
2554;380294;10;"Normal";41;"UDON THANI";1/9/1992 0:00:00;3.13
2554;380295;55;"Resign";95;"YALA";11/3/1993 0:00:00;3.01
2554;380296;55;"Resign";30;"NAKHON RATCHASIMA";29/8/1992 0:00:00;3.14
2554;380297;55;"Resign";1;"BANGKOK";29/6/1992 0:00:00;2.7
2554;380298;80;"Dismissed Not Enroll";27;"SA KAEO";16/10/1992 0:00:00;3.55
2554;380299;55;"Resign";1;"BANGKOK";4/8/1993 0:00:00;2.79
2554;380300;10;"Normal";1;"BANGKOK";18/4/1993 0:00:00;3.33
2554;380301;61;"Dismissed GPAX < 1.50";90;"SONGKHLA";28/3/1993 0:00:00;2.46
2554;380302;10;"Normal";20;"CHON BURI";31/7/1993 0:00:00;3.1
2554;380303;10;"Normal";1;"BANGKOK";31/5/1992 0:00:00;2.91
2554;380304;10;"Normal";30;"NAKHON RATCHASIMA";6/2/1990 0:00:00;3.33
2554;380305;92;"Disclaim / Not Interview";30;"NAKHON RATCHASIMA";;
2554;380306;10;"Normal";30;"NAKHON RATCHASIMA";10/12/1992 0:00:00;3.51
2554;380307;80;"Dismissed Not Enroll";1;"BANGKOK";10/9/1991 0:00:00;3.42
2554;380308;10;"Normal";44;"MAHA SARAKHAM";22/7/1991 0:00:00;3.61
2554;380309;10;"Normal";1;"BANGKOK";24/9/1991 0:00:00;2.64
2554;380310;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";25/11/1992 0:00:00;3.33
2554;380311;92;"Disclaim / Not Interview";10;;;
2554;380312;10;"Normal";1;"BANGKOK";21/12/1992 0:00:00;2.9
2554;380313;10;"Normal";70;"RATCHABURI";2/11/1992 0:00:00;3.33
2554;381730;10;"Normal";12;"PATHUM THANI";12/8/1992 0:00:00;3.31
2554;381731;80;"Dismissed Not Enroll";12;"PATHUM THANI";14/6/1993 0:00:00;3.2
2554;381732;55;"Resign";1;"BANGKOK";15/12/1992 0:00:00;3.33
2554;381733;10;"Normal";16;"SING BURI";28/4/1993 0:00:00;3.78
2554;381734;80;"Dismissed Not Enroll";70;"RATCHABURI";13/5/1992 0:00:00;3.57
2554;381735;10;"Normal";1;"BANGKOK";29/6/1993 0:00:00;3.43
2554;381736;90;"Not Registration for New Students";10;;;
2554;381737;90;"Not Registration for New Students";10;;;
2554;381738;80;"Dismissed Not Enroll";42;"LOEI";13/6/1992 0:00:00;3.32
2554;383127;10;"Normal";30;"NAKHON RATCHASIMA";14/6/1990 0:00:00;3.49
2554;383128;90;"Not Registration for New Students";14;"ANG THONG";;
2554;383129;10;"Normal";1;"BANGKOK";18/1/1992 0:00:00;3.53
2554;383130;10;"Normal";41;"UDON THANI";1/2/1988 0:00:00;3.37
2554;383131;55;"Resign";20;"CHON BURI";7/2/1992 0:00:00;3.75
2554;383132;10;"Normal";70;"RATCHABURI";4/2/1993 0:00:00;3.41
2554;383133;10;"Normal";1;"BANGKOK";26/6/1991 0:00:00;3.43
2554;383134;10;"Normal";53;"UTTARADIT";3/8/1992 0:00:00;3.45
2554;383135;10;"Normal";44;"MAHA SARAKHAM";22/7/1992 0:00:00;3.67
2554;383136;61;"Dismissed GPAX < 1.50";41;"UDON THANI";22/10/1989 0:00:00;3.39
2554;383137;90;"Not Registration for New Students";70;"RATCHABURI";;
2554;383138;90;"Not Registration for New Students";55;"NAN";27/12/1992 0:00:00;3.34
2554;383139;10;"Normal";12;"PATHUM THANI";25/11/1992 0:00:00;3.74
2554;383140;90;"Not Registration for New Students";33;"SI SA KET";31/8/1990 0:00:00;3.58
2554;383141;10;"Normal";1;"BANGKOK";23/4/1993 0:00:00;3.39
2554;383142;10;"Normal";1;"BANGKOK";26/4/1988 0:00:00;2.46
2554;383143;80;"Dismissed Not Enroll";1;"BANGKOK";10/9/1991 0:00:00;2.85
2554;383144;62;"Dismissed GPAX < 2.00";82;"PHANGNGA";27/4/1991 0:00:00;3.31
2554;383145;10;"Normal";1;"BANGKOK";20/9/1991 0:00:00;2.27
2554;383146;10;"Normal";70;"RATCHABURI";18/12/1990 0:00:00;2.31
2554;383147;90;"Not Registration for New Students";10;;;
2554;383148;10;"Normal";53;"UTTARADIT";10/9/1990 0:00:00;2.88
2554;383149;80;"Dismissed Not Enroll";1;"BANGKOK";28/7/1992 0:00:00;2.51
2554;383150;80;"Dismissed Not Enroll";90;"SONGKHLA";14/11/1992 0:00:00;3.11
2554;383151;10;"Normal";1;"BANGKOK";21/11/1992 0:00:00;2.83
2554;383152;10;"Normal";32;"SURIN";6/4/1992 0:00:00;2.86
2554;383153;10;"Normal";1;"BANGKOK";13/7/1992 0:00:00;3.5
2554;383154;55;"Resign";12;"PATHUM THANI";30/12/1992 0:00:00;3.22
2554;383155;10;"Normal";12;"PATHUM THANI";14/2/1993 0:00:00;3.28
2554;383156;10;"Normal";11;"NONTHABURI";17/6/1992 0:00:00;3.08
2554;383157;55;"Resign";1;"BANGKOK";14/12/1991 0:00:00;3.19
2554;383158;10;"Normal";1;"BANGKOK";3/10/1992 0:00:00;2.89
2554;383159;10;"Normal";40;"KHON KAEN";13/11/1990 0:00:00;2.86
2554;383160;90;"Not Registration for New Students";10;;;
2554;383161;10;"Normal";1;"BANGKOK";5/12/1991 0:00:00;3.3
2554;383162;55;"Resign";1;"BANGKOK";3/6/1993 0:00:00;2.4
2554;383163;10;"Normal";1;"BANGKOK";20/3/1993 0:00:00;2.36
2554;383164;10;"Normal";83;"PHUKET";20/2/1993 0:00:00;3.08
2554;383165;10;"Normal";1;"BANGKOK";12/7/1993 0:00:00;2.82
2554;383166;10;"Normal";1;"BANGKOK";6/8/1992 0:00:00;2.64
2554;383167;10;"Normal";30;"NAKHON RATCHASIMA";26/9/1991 0:00:00;1.57
2554;383168;10;"Normal";84;"SURAT THANI";9/9/1992 0:00:00;2.88
2554;383169;80;"Dismissed Not Enroll";1;"BANGKOK";24/10/1992 0:00:00;2.89
2554;383170;80;"Dismissed Not Enroll";62;"KAMPHAENG PHET";4/6/1992 0:00:00;2.85
2554;383171;10;"Normal";1;"BANGKOK";27/10/1992 0:00:00;3.33
2554;383172;10;"Normal";12;"PATHUM THANI";19/6/1993 0:00:00;2.28
2554;383173;10;"Normal";1;"BANGKOK";15/4/1993 0:00:00;3.3
2554;383174;55;"Resign";34;"UBON RATCHATHANI";6/4/1993 0:00:00;2.81
2554;383175;10;"Normal";1;"BANGKOK";5/9/1992 0:00:00;3.27
2555;389412;10;"Normal";73;"NAKHON PATHOM";17/3/1993 0:00:00;3.7
2555;389413;55;"Resign";1;"BANGKOK";9/4/1994 0:00:00;3.24
2555;389414;10;"Normal";1;"BANGKOK";29/3/1994 0:00:00;3.51
2555;389415;10;"Normal";1;"BANGKOK";29/9/1994 0:00:00;3.67
2555;389416;10;"Normal";16;"SING BURI";25/2/1994 0:00:00;3.49
2555;389417;10;"Normal";11;"NONTHABURI";7/10/1995 0:00:00;3.53
2555;390269;10;"Normal";70;"RATCHABURI";17/4/1994 0:00:00;3.07
2555;390939;10;"Normal";22;"CHANTHABURI";14/7/1993 0:00:00;2.8
2555;390940;10;"Normal";54;"PHRAE";1/7/1993 0:00:00;2.96
2555;391037;10;"Normal";71;"KANCHANABURI";20/2/1993 0:00:00;3.72
2555;392359;90;"Not Registration for New Students";10;;;
2555;392360;90;"Not Registration for New Students";13;"PHRA NAKHON SI AYUTTHAYA";;
2555;392361;10;"Normal";1;"BANGKOK";8/9/1993 0:00:00;3.74
2555;392362;90;"Not Registration for New Students";10;;;
2555;392363;90;"Not Registration for New Students";10;;;
2555;392364;90;"Not Registration for New Students";10;;;
2555;392365;90;"Not Registration for New Students";30;"NAKHON RATCHASIMA";;
2555;392366;90;"Not Registration for New Students";10;;;
2555;392367;90;"Not Registration for New Students";41;"UDON THANI";;
2555;392368;10;"Normal";12;"PATHUM THANI";4/8/1993 0:00:00;3.28
2555;392369;90;"Not Registration for New Students";10;;;
2555;392370;90;"Not Registration for New Students";10;;;
2555;392371;90;"Not Registration for New Students";10;;;
2555;392372;90;"Not Registration for New Students";10;;;
2555;392373;90;"Not Registration for New Students";18;"SARABURI";18/2/1994 0:00:00;3.82
2555;393144;10;"Normal";1;"BANGKOK";19/11/1993 0:00:00;2.97
2555;393362;10;"Normal";15;"LOP BURI";10/12/1993 0:00:00;3.46
2555;393363;10;"Normal";38;"BUNGKAN";23/1/1993 0:00:00;3.67
2555;393364;55;"Resign";52;"LAMPANG";31/12/1993 0:00:00;3.26
2555;393365;10;"Normal";27;"SA KAEO";30/4/1994 0:00:00;3.9
2555;393366;10;"Normal";27;"SA KAEO";18/8/1993 0:00:00;3.11
2555;397360;80;"Dismissed Not Enroll";18;"SARABURI";23/4/1994 0:00:00;3.51
2555;397361;10;"Normal";11;"NONTHABURI";4/12/1993 0:00:00;3.41
2555;397362;92;"Disclaim / Not Interview";10;;;
2555;397363;92;"Disclaim / Not Interview";12;"PATHUM THANI";;
2555;397364;10;"Normal";72;"SUPHAN BURI";30/12/1993 0:00:00;3.73
2555;397365;10;"Normal";60;"NAKHON SAWAN";23/6/1993 0:00:00;3.21
2555;397366;92;"Disclaim / Not Interview";12;"PATHUM THANI";;
2555;397367;10;"Normal";11;"NONTHABURI";9/2/1994 0:00:00;3.47
2555;397368;10;"Normal";72;"SUPHAN BURI";2/3/1994 0:00:00;3.69
2555;397369;10;"Normal";15;"LOP BURI";12/10/1993 0:00:00;3.81
2555;397370;10;"Normal";1;"BANGKOK";17/5/1994 0:00:00;3.25
2555;397371;10;"Normal";1;"BANGKOK";6/10/1993 0:00:00;3.17
2555;397372;10;"Normal";20;"CHON BURI";18/2/1994 0:00:00;3.68
2555;397373;10;"Normal";1;"BANGKOK";12/7/1994 0:00:00;3.54
2555;397374;10;"Normal";12;"PATHUM THANI";9/10/1993 0:00:00;3.52
2555;397375;10;"Normal";21;"RAYONG";13/5/1994 0:00:00;3.27
2555;397376;10;"Normal";1;"BANGKOK";25/4/1994 0:00:00;3.13
2555;397377;10;"Normal";15;"LOP BURI";4/4/1993 0:00:00;3.27
2555;397378;10;"Normal";70;"RATCHABURI";10/5/1993 0:00:00;3.43
2555;397379;10;"Normal";11;"NONTHABURI";17/10/1994 0:00:00;3.53
2555;397380;90;"Not Registration for New Students";16;"SING BURI";28/4/1993 0:00:00;3.78
2555;397381;10;"Normal";1;"BANGKOK";21/10/1993 0:00:00;3.34
2555;397382;92;"Disclaim / Not Interview";10;;;
2555;397383;92;"Disclaim / Not Interview";30;"NAKHON RATCHASIMA";;
2555;397384;92;"Disclaim / Not Interview";10;;;
2555;397385;10;"Normal";30;"NAKHON RATCHASIMA";4/7/1994 0:00:00;3.79
2555;397386;10;"Normal";92;"TRANG";10/6/1993 0:00:00;3.18
2555;397387;92;"Disclaim / Not Interview";67;"PHETCHABUN";;
2555;397388;92;"Disclaim / Not Interview";10;;;
2555;397389;10;"Normal";74;"SAMUT SAKHON";20/4/1993 0:00:00;3.26
2555;397390;10;"Normal";19;"SAMUT PRAKAN";18/12/1993 0:00:00;3.57
2555;397391;92;"Disclaim / Not Interview";34;"UBON RATCHATHANI";;
2555;397392;10;"Normal";12;"PATHUM THANI";28/12/1993 0:00:00;3.67
2555;397393;10;"Normal";72;"SUPHAN BURI";11/4/1994 0:00:00;3.66
2555;397394;10;"Normal";1;"BANGKOK";8/11/1993 0:00:00;3.07
2555;397395;10;"Normal";1;"BANGKOK";6/9/1993 0:00:00;3.4
2555;397396;10;"Normal";1;"BANGKOK";15/9/1993 0:00:00;3.54
2555;397397;10;"Normal";18;"SARABURI";18/2/1994 0:00:00;3.82
2555;397398;10;"Normal";90;"SONGKHLA";15/7/1993 0:00:00;3.21
2555;397399;10;"Normal";80;"NAKHON SI THAMMARAT";10/10/1993 0:00:00;3.44
2555;397400;10;"Normal";1;"BANGKOK";3/7/1993 0:00:00;3.7
2555;397401;10;"Normal";1;"BANGKOK";13/10/1992 0:00:00;3.1
2555;397402;10;"Normal";15;"LOP BURI";4/10/1991 0:00:00;3.77
2555;397403;55;"Resign";40;"KHON KAEN";28/3/1994 0:00:00;3.79
2555;397404;10;"Normal";1;"BANGKOK";24/8/1993 0:00:00;3.65
2555;397405;90;"Not Registration for New Students";19;"SAMUT PRAKAN";25/10/1992 0:00:00;3.54
2555;397406;10;"Normal";12;"PATHUM THANI";20/10/1993 0:00:00;3.72
2555;397407;10;"Normal";1;"BANGKOK";17/5/1993 0:00:00;3.41
2555;397408;55;"Resign";20;"CHON BURI";9/8/1993 0:00:00;3.61
2555;397409;92;"Disclaim / Not Interview";90;"SONGKHLA";;
2555;397410;10;"Normal";45;"ROI ET";25/9/1993 0:00:00;3.42
2555;397411;92;"Disclaim / Not Interview";85;"RANONG";;
2555;397412;10;"Normal";80;"NAKHON SI THAMMARAT";27/8/1993 0:00:00;3.45
2555;397413;10;"Normal";90;"SONGKHLA";1/11/1993 0:00:00;3.13
2555;397414;55;"Resign";83;"PHUKET";14/2/1994 0:00:00;3.23
2555;397415;92;"Disclaim / Not Interview";13;"PHRA NAKHON SI AYUTTHAYA";;
2555;397416;92;"Disclaim / Not Interview";41;"UDON THANI";;
2555;397417;92;"Disclaim / Not Interview";41;"UDON THANI";;
2555;397418;10;"Normal";1;"BANGKOK";29/4/1994 0:00:00;3.73
2555;397419;10;"Normal";73;"NAKHON PATHOM";10/12/1992 0:00:00;3.73
2555;397420;92;"Disclaim / Not Interview";10;;;
2555;397421;92;"Disclaim / Not Interview";20;"CHON BURI";;
2555;397422;92;"Disclaim / Not Interview";70;"RATCHABURI";;
2555;397423;10;"Normal";1;"BANGKOK";24/12/1993 0:00:00;3.51
2555;397424;92;"Disclaim / Not Interview";10;;;
2555;397425;92;"Disclaim / Not Interview";10;;;
2555;397426;10;"Normal";1;"BANGKOK";17/12/1993 0:00:00;3.73
2555;397427;10;"Normal";1;"BANGKOK";15/12/1992 0:00:00;2.65
2555;397428;10;"Normal";1;"BANGKOK";6/11/1993 0:00:00;3.87
2555;397429;92;"Disclaim / Not Interview";67;"PHETCHABUN";;
2555;398007;10;"Normal";12;"PATHUM THANI";25/8/1993 0:00:00;3.08
2555;398008;10;"Normal";1;"BANGKOK";23/11/1993 0:00:00;3.79
2555;398009;92;"Disclaim / Not Interview";48;"NAKHON PHANOM";;
2555;398010;55;"Resign";1;"BANGKOK";18/4/1994 0:00:00;3.6
2555;398011;10;"Normal";12;"PATHUM THANI";15/3/1993 0:00:00;2.9
2555;398012;55;"Resign";70;"RATCHABURI";1/2/1993 0:00:00;2.97
2555;398013;10;"Normal";1;"BANGKOK";26/7/1993 0:00:00;3.16
2555;398014;10;"Normal";30;"NAKHON RATCHASIMA";23/8/1993 0:00:00;3.08
2555;398015;10;"Normal";11;"NONTHABURI";21/4/1993 0:00:00;3.65
2555;398016;10;"Normal";1;"BANGKOK";20/5/1993 0:00:00;3.14
2555;398017;10;"Normal";1;"BANGKOK";16/10/1992 0:00:00;2.66
2555;398018;10;"Normal";1;"BANGKOK";21/10/1992 0:00:00;3.44
2555;398019;92;"Disclaim / Not Interview";30;"NAKHON RATCHASIMA";;
2555;398020;10;"Normal";71;"KANCHANABURI";10/10/1993 0:00:00;3.7
2555;398021;92;"Disclaim / Not Interview";10;;;
2555;398022;10;"Normal";12;"PATHUM THANI";16/8/1993 0:00:00;3.05
2555;398023;80;"Dismissed Not Enroll";11;"NONTHABURI";14/6/1993 0:00:00;3.03
2555;398024;92;"Disclaim / Not Interview";30;"NAKHON RATCHASIMA";;
2555;398025;61;"Dismissed GPAX < 1.50";1;"BANGKOK";1/12/1993 0:00:00;2.61
2555;398026;10;"Normal";1;"BANGKOK";16/3/1994 0:00:00;2.91
2555;402921;90;"Not Registration for New Students";10;;;
2555;402922;10;"Normal";1;"BANGKOK";25/3/1991 0:00:00;2.47
2555;402923;10;"Normal";1;"BANGKOK";28/9/1992 0:00:00;3.02
2555;402924;10;"Normal";1;"BANGKOK";8/2/1991 0:00:00;2.42
2555;402925;10;"Normal";1;"BANGKOK";22/12/1993 0:00:00;1.92
2555;402926;80;"Dismissed Not Enroll";1;"BANGKOK";3/7/1993 0:00:00;3.05
2555;402927;10;"Normal";1;"BANGKOK";23/8/1994 0:00:00;3.1
2555;402928;55;"Resign";12;"PATHUM THANI";13/6/1994 0:00:00;3.24
2555;402929;10;"Normal";11;"NONTHABURI";29/10/1992 0:00:00;2.9
2555;402930;10;"Normal";1;"BANGKOK";24/3/1991 0:00:00;3.01
2555;402931;10;"Normal";26;"NAKHON NAYOK";20/1/1994 0:00:00;3.05
2555;402932;10;"Normal";1;"BANGKOK";15/10/1993 0:00:00;3.27
2555;402933;10;"Normal";32;"SURIN";2/12/1993 0:00:00;2.34
2555;402934;10;"Normal";1;"BANGKOK";20/1/1994 0:00:00;2.85
2555;402935;10;"Normal";20;"CHON BURI";21/12/1993 0:00:00;3.81
2555;402936;80;"Dismissed Not Enroll";1;"BANGKOK";2/9/1993 0:00:00;2.42
2555;402937;10;"Normal";19;"SAMUT PRAKAN";17/11/1990 0:00:00;2.12
2555;402938;55;"Resign";1;"BANGKOK";7/12/1993 0:00:00;3.61
2555;402939;10;"Normal";20;"CHON BURI";29/7/1992 0:00:00;2.72
2555;402940;90;"Not Registration for New Students";1;"BANGKOK";14/7/1994 0:00:00;2.72
2555;402941;10;"Normal";1;"BANGKOK";18/7/1994 0:00:00;3.43
2555;402942;10;"Normal";14;"ANG THONG";26/1/1994 0:00:00;3.06
2555;402943;10;"Normal";1;"BANGKOK";24/8/1993 0:00:00;2.3
2555;402944;55;"Resign";1;"BANGKOK";21/1/1994 0:00:00;2.99
2555;402945;10;"Normal";19;"SAMUT PRAKAN";11/11/1991 0:00:00;2.89
2555;402946;10;"Normal";14;"ANG THONG";1/10/1993 0:00:00;3.08
2555;402947;10;"Normal";1;"BANGKOK";8/5/1994 0:00:00;3.06
2555;402948;10;"Normal";1;"BANGKOK";8/4/1994 0:00:00;2.94
2555;402949;55;"Resign";1;"BANGKOK";17/9/1993 0:00:00;3.42
2555;402950;10;"Normal";1;"BANGKOK";21/7/1993 0:00:00;1.79
2555;402951;10;"Normal";1;"BANGKOK";26/2/1993 0:00:00;2.9
2555;402952;10;"Normal";1;"BANGKOK";20/6/1993 0:00:00;3
2555;402953;10;"Normal";1;"BANGKOK";16/9/1993 0:00:00;3.14
2555;402954;90;"Not Registration for New Students";96;"NARATHIWAT";;
2555;402955;10;"Normal";33;"SI SA KET";6/6/1984 0:00:00;2.19
2555;402956;90;"Not Registration for New Students";33;"SI SA KET";22/9/1991 0:00:00;2.48
2555;402957;55;"Resign";1;"BANGKOK";18/11/1992 0:00:00;2.1
2555;402958;10;"Normal";25;"PRACHIN BURI";1/3/1994 0:00:00;3.11
2555;402959;10;"Normal";1;"BANGKOK";25/1/1993 0:00:00;2
2555;402960;80;"Dismissed Not Enroll";16;"SING BURI";5/7/1992 0:00:00;2.37
